primary,celllinename,tissue,gcell_gene__nrpkm_ALK,gcell_gene__nrpkm_APC,gcell_gene__nrpkm_ARID1A,gcell_gene__nrpkm_BCL6,gcell_gene__nrpkm_BRAF,gcell_gene__nrpkm_CBL,gcell_gene__nrpkm_CDKN2A,gcell_gene__nrpkm_CIC,gcell_gene__nrpkm_CSMD3,gcell_gene__nrpkm_CTNNB1,gcell_gene__nrpkm_DAXX,gcell_gene__nrpkm_DNAH5,gcell_gene__nrpkm_DNAJB1,gcell_gene__nrpkm_DNMT3A,gcell_gene__nrpkm_EGFR,gcell_gene__nrpkm_ERBB2,gcell_gene__nrpkm_FBXW7,gcell_gene__nrpkm_GLI1,gcell_gene__nrpkm_IDH1,gcell_gene__nrpkm_KMT2D,gcell_gene__nrpkm_KRAS,gcell_gene__nrpkm_LGALS7,gcell_gene__nrpkm_MET,gcell_gene__nrpkm_MUC16,gcell_gene__nrpkm_NFE2L2,gcell_gene__nrpkm_NOTCH2,gcell_gene__nrpkm_PIK3CA,gcell_gene__nrpkm_PRCC,gcell_gene__nrpkm_PTEN,gcell_gene__nrpkm_RUNX1,gcell_gene__nrpkm_TET2,gcell_gene__nrpkm_TP53,gcell_gene__nrpkm_TP63
CL587290,1624-16997 (Tumor B),Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587297,1624-17095 (Tumor B),Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587298,1624-17147 (Tumor A),Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587284,51BLim 10,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL129312,ABC-1,Lung,0.793214904,3.082136851,16.10794287,8.652907853,3.802427652,5.816207049,12.89651122,9.044774504,0,52.89471044,35.19263517,0.334628817,50.24643019,5.157932078,75.82603346,24.11499518,5.978099773,0.085659624,24.21464876,13.6625971,8.941030572,0,52.83589099,0.450859518,21.75409542,13.1549536,8.656075806,49.31071668,11.46441934,6.140065594,3.899882353,44.00299232,0.068568542
CL587299,1624-17147 (Tumor B),Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587291,1624-17091 (Tumor B),Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587289,1624-17095 (Tumor C),Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587293,1624-16997 (Tumor A),Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL130497,A549,Lung,0,4.513801708,15.57118695,1.347963401,2.43242742,4.466181356,0.020997887,13.13503266,0.001643983,66.26258387,20.71942491,0.197885801,71.83257676,2.218733713,34.41544191,11.51857398,2.149547924,4.82755904,48.31194877,9.639105736,8.479206784,0,56.71693181,0.02824127,21.01900397,7.43845079,1.506653632,32.04819898,5.576211036,2.852668629,1.032756631,23.94397346,0.386058625
CL587292,1624-16997 (Tumor C),Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587285,AB22,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587288,AE17,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587294,1624-17082 (Tumor A),Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587295,1624-17091 (Tumor A),Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587296,1624-17095 (Tumor A),Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL129457,A-427,Lung,0,6.986369513,20.29869796,3.670853536,4.938212172,10.07931805,0.011511103,9.493868166,2.011559486,92.25681694,33.13035454,0.158073151,78.44096378,5.73067766,9.966155221,20.35532977,3.025912061,4.944566323,36.86156399,11.8908219,16.796681,0,16.2823495,0.00082939,22.41709208,10.15564027,10.22714987,27.2252025,4.661832256,0.759117686,1.257106737,10.383015,0.005569433
CL132494,CL-34,Colon,0,1.481468862,6.270493902,1.905374181,1.882183261,2.412897902,4.168718285,1.869840312,0,140.6185953,35.22925636,0.116117264,74.20579269,1.159417409,4.570702785,23.92659044,2.376881257,0.161359738,45.61389805,2.797681352,6.561206418,0.139121796,22.72807963,0,26.05535381,3.093516888,1.311872786,34.98704974,6.92332442,3.755680226,0.704950999,42.03883885,0.019871496
CL583701,C2BBe1,Colon,0,4.116033244,14.59214655,4.914164128,5.415458134,15.39588182,3.569441032,7.734413883,0,58.68515966,27.42074115,0.003400138,39.74996888,5.398283881,6.771127208,21.03772729,3.522259793,0.039199384,92.99791136,15.17340554,25.28872409,0,21.09804732,0.001213127,24.76079143,8.044472529,2.032332655,48.87003041,3.154206426,0.860729735,1.393699378,0.623913243,0.024438788
CL131247,COLO 201,Colon,0,0.905692658,8.846439932,2.907628042,1.373911479,2.682906623,28.27885897,3.242162546,0.130533849,111.7870004,26.81811218,0.108977818,149.5014987,2.053441,3.511357818,39.62541165,2.887900921,0.014063947,103.1869039,2.892507466,5.474145639,0.163697095,10.08133295,0.001740982,13.72114759,3.119525795,1.490478283,28.31464635,16.63625753,21.70951378,0.669403077,28.51416251,0.019484763
CL584431,COLO 205,Colon,0,3.231216851,24.49020465,2.995561753,2.177967193,3.246725695,14.1378812,8.983784529,0.002860191,125.0390036,18.82498244,0.044264633,86.60855514,3.405373125,4.542159477,46.27448218,2.771940105,0.010631591,150.8059277,8.414723479,6.341495168,0,12.99469398,0.000438696,18.49648146,4.076615315,2.536709583,36.66318109,8.877386883,27.53258288,1.712444711,23.48122509,0.038296539
CL586431,COR-L26,Lung,0.00712113,4.91406388,29.91132795,0.030930338,7.890432103,10.83459534,3.48596641,11.22146676,0,59.28861964,26.1728439,0.005006914,15.43719205,5.851525633,0.004143991,1.022816246,25.62337147,0.354999618,21.33292292,12.4550099,4.740120355,0,0.187228193,0,9.542717494,7.515657686,5.825934776,36.9166367,11.87059437,0.880263275,4.558215222,43.3381475,5.011876709
CL585685,CT26.WT,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586609,COLO 699N,Lung,0.784292515,6.413770578,11.71032255,8.119813673,5.344475164,4.222645023,6.743014363,5.975918126,0.001202573,175.090011,32.52535476,0.033086478,91.07311988,1.672686099,0.218217429,17.04860485,2.710205006,0.111751788,58.23595052,5.14404199,5.368003694,0,199.7890391,0.001106704,34.63208169,9.673730845,3.708087765,34.13974319,6.326202459,10.60048629,0.607452189,12.17952051,0.069361808
CL131251,CL-40,Colon,0,2.865118516,6.230069428,2.396691345,1.122856618,2.269083928,8.339539232,1.851193998,0.08161572,152.0486938,25.7509492,0.097161055,82.79872201,1.784207655,6.217325869,23.18595961,3.753777853,0.140018323,82.08573364,2.32916348,18.50169628,0,56.60527669,0.013481163,27.41421357,3.071099916,2.264355854,29.54455355,8.665593961,7.942420635,1.07318296,29.35213771,0.051729886
CL586334,BEN,Lung,0.014668248,4.544647743,18.23221947,5.31827059,4.025511423,4.616782439,11.17823652,8.202185419,0.093563146,39.15155808,31.11124203,0.392319574,54.62010392,13.04545156,0.389236,1.243591843,9.158261838,0.005350503,178.0309298,9.473948689,169.7257785,0,33.26576001,0,21.52085477,1.311975051,1.925592699,62.57350604,2.550507245,1.165450564,1.349619669,16.8105976,0.008895365
CL586607,CaR-1,Colon,0.013053386,5.371183805,10.45152879,0.574055599,2.81865757,10.37705341,0.005453727,9.063109579,0.002561925,70.73754919,30.35927487,0.748918485,66.45725529,1.712760802,48.36919448,26.27457293,4.073600717,0.023807267,29.91757395,5.094560514,5.512779774,0,70.50414613,2.941216828,24.11806168,18.68915448,3.402583967,46.0821473,6.835849991,22.38013119,1.680575677,43.91845803,0.013193422
CL586163,ChaGo-K-1,Lung,0.427844389,4.425257249,16.45871425,5.095092311,6.608520218,8.268228427,14.0809007,15.64103952,0.0050282,40.35184817,27.98987277,0.073493809,46.95406827,12.5807291,62.46887268,22.52602489,3.780059044,0.06541597,42.20974655,11.40408924,2.816001743,0,69.46586688,0.027378509,26.91205197,4.147795027,5.684031231,68.30643657,10.71184977,7.019826545,2.522690611,20.77053218,1.144526685
CL586272,COLO 320HSR,Colon,0.007742015,4.874869499,14.53232334,4.356814692,4.704390206,7.624009854,6.97466479,4.15064258,0.00379872,69.85935723,25.90027497,0.000816519,13.65629555,2.801183797,0.005631628,8.623969787,3.754308055,0.088251157,33.53579403,12.1559619,15.80984264,0,21.6268125,0.001165296,12.167405,13.51985329,4.115907416,37.99680785,4.254882462,2.520684558,3.401795574,27.10066562,0.003912536
CL129453,Calu-3,Lung,0.007545873,7.490768092,8.626007858,3.859279096,3.973176199,4.643732251,45.68231614,6.954913051,0,104.9914769,57.072788,0.697149793,59.29926787,2.475272803,29.27587486,1010.222306,3.722038645,0.027524909,47.53541895,3.910677365,12.83313631,0,138.3883122,0.001135773,33.36706621,15.63477839,6.195317263,27.94407203,4.355198607,24.66493912,1.468331193,38.52409254,0.022880476
CL587035,COLO 320,Colon,0.072698603,4.853318896,17.43504603,2.059040651,4.32834356,6.912163342,7.268571383,6.877001572,0.001981695,60.59647538,27.75130938,0,14.14491359,3.096281533,0.014101806,9.39995882,4.008197719,0.353574695,26.33523178,15.05173856,17.03140221,0,33.27404468,0,8.609217382,16.06211048,4.330943297,46.04667923,3.18380428,2.110755907,5.453037925,20.36015293,0.028574977
CL586312,COLO 699,Lung,3.179971552,6.225083912,16.16455117,9.22125959,3.647943512,4.209568585,14.11984941,6.298476005,0.002923268,159.169621,33.44296971,0.105561878,59.26248144,1.409023944,0.258292342,9.573130688,2.970721942,0.116810044,43.79820706,10.58268168,7.609997348,0,83.74364677,0.010088345,29.3451571,12.20194349,2.634782465,29.30540306,4.141574679,2.280957433,1.123706899,13.00909838,0.03763567
CL130142,Calu-6,Lung,0,2.955098831,8.007860691,8.191744655,5.783500281,7.893638094,62.8285423,4.318812394,0.003510244,211.521482,21.63297997,0.147884484,60.84599909,3.717891559,26.3695081,3.032659701,2.460156376,0.065239472,33.34813612,4.013765904,36.33248585,0,18.44502956,0,38.99658871,9.888852639,9.287839419,36.35528955,7.108276685,6.228558383,1.272085914,1.431779493,0.202463329
CL131235,CoCM-1 (Onc Dx),Colon,0.001861098,1.923587516,19.65121621,1.397452997,3.984081926,8.866395699,0.342130783,7.449107237,0.000913172,73.46179199,25.05949348,0.024339039,45.77157475,4.315772208,14.35227011,34.47670718,3.261984541,0.013577369,131.841492,11.29298722,7.330410892,0,73.30969115,0.002801247,16.52146794,5.352000641,2.011236482,27.87146887,6.674729197,15.7128517,0.778926234,1.51447722,0.013167447
CL586258,Caco-2,Colon,0,4.190493761,10.38824618,4.88672747,4.436039149,14.18380628,4.901635881,5.945986867,0,71.74111541,28.00061938,0.012888788,42.91548468,3.359424897,6.930289141,17.37734814,3.368570537,0.022288764,123.739674,5.895610396,48.31134379,0,20.71233589,0,26.33472267,5.432745382,2.300088628,31.60671622,4.687381057,0.787951374,1.524695429,0.461472483,0.018527855
CL586335,CAL-12T,Lung,0.008163096,1.902600333,15.93566931,0.63377737,2.98845581,10.59679561,7.753329768,6.812384186,0.022696862,114.0886126,27.94374076,0.175629543,32.39373728,1.920551659,52.73195773,11.64552975,2.368521673,0.039701785,92.56896642,12.44400612,7.220352997,0,20.99822599,0.168328464,13.65198143,7.145036925,2.980013447,27.18634893,6.560228475,20.46459702,1.812093883,47.78367262,0.044003572
CL586799,Calu-1,Lung,0.085127143,4.853092273,18.23342028,3.132733114,3.148046998,9.02593055,29.87566324,9.526211897,0,99.82378346,31.62647303,0.508380345,81.14179565,0.866096421,43.14600006,12.09472852,2.372765649,0.111591802,12.4821439,7.895283969,9.452036809,0,50.04901939,0.000800811,20.43657912,29.11585997,3.170029105,39.00557012,4.040581994,10.86869341,0.9895511,0.010045332,0.217789722
CL586981,CHL-1,Lung,0.003344408,5.499298382,32.92080333,3.693311589,5.193919305,9.314696934,11.05263756,8.328858518,0.118150332,135.3071316,42.62825707,0.005643541,47.68969141,3.675376799,0.033085528,35.45455288,8.140406919,0.079295577,38.21522971,9.827061653,20.01444882,0,12.58950805,0.001006772,18.48821274,14.13342089,3.754894999,50.78727967,3.374304474,10.67727586,1.89483374,32.82250485,0
CL586432,COR-L279,Lung,4.75101996,7.518616354,34.72306166,4.178013431,7.485840071,5.255876737,56.38123386,10.90848279,0.284698998,61.64095417,33.58442242,0.971847653,50.99647419,12.71151607,0.352698584,2.150951218,3.460315029,0.010477743,20.1116175,16.1800906,13.78883548,0,6.887609626,0.005620524,17.94869906,0.968755103,6.793753065,37.46454481,0.151096778,1.808330607,3.18138537,32.50755475,0.174195481
CL586434,COR-L47,Lung,0.0054213,11.20996574,39.69085269,0.017660397,6.040606916,6.643887274,55.18741638,18.61927796,0.297923441,34.50991289,35.84918011,0.336196541,27.66220494,13.87045591,0.484263486,2.294965108,4.25872392,0.029662726,14.13479592,12.92033556,2.722395363,0,1.555428408,0.000815991,18.949893,4.418581183,5.561782408,40.08465372,4.208271294,0.445072987,3.497820048,1.335765306,0.082191892
CL586254,COLO 678,Colon,0,3.843378353,19.44897192,8.796427209,4.850288584,7.194173575,0.037172418,12.38221317,0.004365498,75.23933592,25.01892084,0.138875231,51.47390989,2.883004764,29.21665958,190.6654766,5.005252159,0.008113476,135.2612727,7.792734488,9.38569448,0,56.68977836,1.108155416,36.9400084,7.191304213,4.791314358,74.00785621,7.887906193,12.55626406,5.408356951,21.52709482,0.004496296
CL584743,CL-11,Colon,0.022515539,3.713737796,20.40499583,0.317834818,3.871916201,7.258570047,21.08742751,6.013458445,1.557703109,202.5111995,23.60318773,0.009498496,126.1679587,3.070489571,17.4218812,13.65244288,2.903502991,0.068441179,18.73421997,5.727328731,9.354340151,0,41.05359151,0.006777889,21.0177831,7.063913131,2.933982198,34.21265622,5.954732861,16.84954335,1.838105676,15.96986448,0.022757085
CL587250,CoCM-1,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL131249,COLO 206F,Colon,0,2.131451796,17.96515039,1.238988653,2.72253282,3.87632728,20.8373765,7.26625907,0.095865411,100.1482951,21.26685453,0.039563293,93.8884204,3.2533226,10.15692319,45.46439549,2.018419326,0.004751206,113.0886406,8.036788107,6.086769481,0,19.56901796,0.000784205,15.53474598,6.48672412,2.529913312,32.11625451,10.49435071,22.38621327,1.092481227,25.61068805,0.028963059
CL583699,COLO 741,Colon,0.0964176,3.464327663,8.982753988,7.520697182,4.159391346,8.127794141,0,10.00781765,0.005256504,308.7816428,45.03939162,0,78.01232855,2.290157495,1.097226752,8.808191505,1.358483891,0.097694517,46.41804771,5.624853773,7.227820893,0,60.69222157,0,29.64262525,10.02605148,3.348873077,23.3271302,3.24030214,4.213075466,0.696373179,2.629501214,0.097451965
CL586436,COR-L88,Lung,0,4.694033605,42.00878543,1.443159317,5.601893491,7.038129243,23.87525812,11.09015365,0.006264278,45.23272146,61.35035098,2.402122299,40.99844886,8.230024745,0.438338591,2.036932274,8.02880256,0.023284888,18.21577326,7.748190229,20.59637737,0,19.12049634,0,23.97909985,1.831260146,4.387230469,29.41535603,1.236809082,0.664668471,2.431820093,17.6206277,0.020646291
CL131253,COLO 320DM,Colon,0.057673314,3.769597893,16.75429139,1.755468888,2.923599533,4.366671544,9.284493574,6.575745253,0,65.91985029,35.30833621,0,19.5965434,2.898457048,0.010488052,7.996835155,3.803864951,0.401024715,21.30127164,11.80470206,12.70325926,0,14.57110159,0,9.191994692,10.41458052,2.73721692,52.41181429,2.825699695,2.494437375,3.573542291,24.16694824,0.047362276
CL586248,C170,Colon,0,3.947448402,11.83098838,0.80526796,2.187438418,3.185959008,0.017806789,5.399368518,0.004182429,114.2461715,27.72106149,0.059333753,59.006168,0.662381548,5.907817564,19.76942109,3.151102442,0.171011165,30.99941514,5.284637211,9.454024885,0,29.43588862,0,7.8536194,7.012140606,1.876340736,39.805225,6.95616594,4.622085863,1.392353124,25.13869025,0.008615484
CL586614,CW-2,Colon,0,2.68236261,16.1590689,0.88791278,4.073381556,3.877838154,1.013219666,5.338530943,0.002034046,97.04806663,29.28422577,0.067330328,59.50385921,2.957801617,4.632994168,44.59644296,3.214197381,0.064266232,101.4456354,6.824695621,9.332235057,0,15.09012465,0.00155991,22.58187908,5.903682328,2.024989332,35.04145864,5.319821281,6.217321056,2.546898773,44.85637291,0.087989553
CL129310,EKVX,Lung,0.016057955,2.958873895,14.39256703,6.015685031,2.369989012,3.46061007,12.04272854,7.871907162,0,110.0377702,23.0635983,0.230325286,53.38371293,3.881568583,27.11332103,31.09930745,2.614336821,0.571098763,63.21868587,4.711854931,5.953554903,0.113628983,26.59033705,1.701550964,24.62325757,9.052484688,2.160437729,61.25222933,9.977825529,6.064232793,1.558969987,1.061144406,0.04057556
CL586256,HCT-8,Colon,0,4.798214161,12.33547744,1.942074945,1.691066979,5.915547333,0,5.125552454,0.026001575,113.7018172,35.60358837,0.031298026,72.63851102,1.24351808,8.202910856,18.26121407,3.644643839,0.144975322,60.54019785,3.952180018,12.22391463,0,23.89825596,0.000797625,27.42830273,6.62490621,2.067789514,30.39957333,6.690083522,4.278395349,1.473419798,18.6299777,0.021424501
CL586477,DMS 114,Lung,0.002583736,5.925837479,25.74409668,0.467130398,4.397351891,7.152108241,6.736013223,20.04920688,0.01521292,110.6556002,60.26789373,0.021799704,53.01252002,9.12775117,1.163748139,18.90830253,3.104192232,5.315493671,42.43444575,4.734869425,11.70519429,0,0.14010848,0.000777786,9.100897673,10.86582807,5.897289927,75.15293727,17.09825546,0.070360835,1.147468088,1.41469344,0.010445817
CL132492,HCT-15,Colon,0,5.601336072,21.71575245,2.41714648,5.016857441,6.971436984,0.012551025,5.559657034,0,111.0395812,27.48649622,0.032949954,55.53452961,1.705113394,13.45027273,30.54157852,3.409036038,0.109578505,46.63937675,5.956086911,13.66368025,0,18.84919348,0,31.420779,12.87754266,2.618913015,37.32711348,7.905403896,4.124048389,1.673029509,32.94214083,0
CL588325,CUTO-3 (Ignyta),Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586136,DMS 79,Lung,7.573202894,10.9098866,52.81915578,14.96770182,7.63121533,21.5669931,30.78383227,19.53716068,0.003682745,68.78007426,35.09467803,0.425348288,33.11443289,19.71814812,7.97552187,3.537155041,3.153725284,0.031941227,19.40958924,18.5841887,12.23823528,0,20.33074931,0,23.22953472,0.528646348,4.316872502,43.42498086,0.190095514,15.5621105,1.992455656,12.31944017,0.705514036
CL586314,DV-90,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL129467,EBC-1,Lung,0.01019289,6.181772478,17.41203793,3.884903449,3.5508454,13.21577971,0.361981594,11.35589565,0,95.63366675,30.28208306,0.473001487,45.30902115,3.531414942,34.55713588,14.6836927,5.378207054,0.018590186,38.11662373,9.509199237,14.88607972,0,989.1669875,0.541569411,14.21292931,11.70971207,4.723955699,27.62333793,6.299978535,10.59683029,1.03444938,1.039219586,0.020604479
CL586255,CX-1,Colon,0,2.094401919,6.630066692,3.283534457,1.404366647,4.299774515,27.00739309,7.704648472,0,32.65615006,40.50665181,0.141384062,46.25222242,2.654519411,6.347288468,27.1079637,3.094039001,2.287533061,32.8765833,4.32685805,7.603990152,0.071864256,34.80546302,0.005350128,22.9269656,2.043825868,1.624165371,32.1841935,5.08990313,2.098638748,0.694221687,24.5149488,0.025661872
CL588323,CUTO-28 (Ignyta),Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL583695,DLD-1,Colon,0,5.178656256,20.83650602,3.464005026,4.324829994,6.990130583,0,5.533748814,0.018886976,129.0177946,33.03090314,0.020298395,90.11609638,2.240426617,11.41842894,24.22942705,3.805622551,0.035102301,43.31085501,8.415586498,13.90631846,0,25.84520158,0.002896885,20.40795585,12.8161791,1.682069236,35.36551025,5.884587597,6.99856503,1.852372951,26.72687014,0.009726431
CL586479,DMS 273,Lung,0.307079961,5.00337133,16.98025912,2.796608235,4.416793957,3.888675372,67.62448322,16.99459362,1.636437011,73.83794758,40.29171429,0.03154163,42.21308845,4.651919167,0.728779906,1.228341062,2.447717788,1.314933465,17.62930407,8.935318902,4.181919808,0,6.62922815,0,21.07725153,19.64924434,2.171035163,45.68656564,4.147517754,1.698157923,1.384103719,22.76290076,0.032386884
CL586337,EPLC-272H,Lung,0.018494126,3.855366891,11.1722951,0.893654393,2.467244469,4.08155345,23.34160945,7.735101402,0.001512397,72.36343618,41.47248892,1.064973848,76.00626966,2.662196984,47.45083178,21.37630185,2.702908878,0.067460599,11.67956555,12.31160739,6.222043859,0,28.42716425,0.424971803,21.51255128,6.872156472,1.808584064,34.55298768,5.663591434,18.63946566,1.531783716,2.671231142,14.92910122
CL586845,HCC1623,Colon,0.002389686,4.681773748,19.28151685,4.192022065,6.157830489,6.189766467,16.34405167,6.990200022,0.442043901,192.0089451,22.69678041,0.006048735,60.18792619,1.024633505,5.670978046,15.54847297,2.236751128,0.749645017,68.59262527,11.5097596,7.761282435,0,17.85926753,0.003237169,29.13039589,6.588718341,2.811248859,38.69991983,7.718496398,13.38660346,2.733894354,19.86127323,0.033814514
CL586461,HCC364,Lung,0.032104437,3.507918682,19.81636859,28.57301213,11.14137252,16.15631304,72.2305607,27.9731109,0.028879503,84.046359,13.98030598,16.91721818,251.0026637,3.076535709,41.22137795,11.85514085,3.291910219,0,47.41130683,9.249527223,9.682246441,0,272.9277372,0.328188606,73.08793486,47.90373192,4.726816159,23.14264136,19.27614455,22.82328433,3.271657761,8.622506971,0.073009919
CL587218,HCC4001,Lung,0,4.773489945,22.4052851,0.040104046,3.830364953,6.911072344,53.01694898,18.98215505,0.472670762,61.2090172,42.10891313,0.32849153,37.16262829,4.064825813,0.005373068,0.82079538,3.965601248,0.016839873,14.39024098,4.566686154,6.070951847,0,0.294344904,0,8.726515675,4.966448829,5.16314622,46.04338649,3.543714727,0.009860413,1.512708764,1.656121736,0.009332258
CL586509,HCC4019,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL584219,HCT 116,Colon,0.002073626,4.435796578,18.9932113,1.438821931,4.345299977,9.680413932,9.387059184,8.741395746,0.004069805,97.17136873,36.78543511,0.038490679,93.58375725,2.010063246,9.016483683,13.2119031,4.688509916,0.491654657,16.78320036,14.0276815,8.191853496,0.029346703,42.92397267,0.001248454,19.26832854,9.373129387,1.833334627,38.81131384,5.564455998,6.075444601,1.391383785,16.49054479,0.018862846
CL586517,HT-115,Colon,0,4.635944882,15.84073695,1.721499324,6.949348288,4.483575769,11.28214331,5.182683281,0.006838532,112.3952277,25.5949089,0.10681381,55.01360479,1.258546653,10.75457177,48.34973859,4.672969621,0.088968058,55.66067642,13.07900502,10.77312889,0,37.36764576,0.000349631,23.34602022,5.140794159,2.951685945,23.9434669,5.478142438,4.076380839,0.853353691,1.078896435,0.039912749
CL585738,HCC4006,Lung,0.017019758,4.405075106,23.09952283,6.209668436,3.421671283,7.555644894,0,19.35168992,0,53.61954098,48.49512101,3.546931418,89.69536702,4.920141469,42.00804915,26.64710986,3.475086729,0.012416516,34.41384615,9.011299489,8.931049038,0,73.69024014,0.018444545,33.36888565,15.50932028,7.280576127,43.79966295,7.72176051,11.9197585,1.798665645,90.66386864,2.246626261
CL587159,HCC826,Colon,0,1.404333345,15.24269033,1.750330731,4.519620441,5.809049098,0.318422828,3.946040718,0.003739532,95.7042681,41.88266605,0.019291132,40.32541559,3.558114105,8.750461905,24.07975224,3.554531671,0.06950089,80.18666899,8.80554477,18.54404808,0,99.54923006,0,37.16203832,2.845549929,3.570870569,39.63736445,7.567018508,13.6431749,1.53416386,28.14615317,0.038515742
CL586505,ATRFLOX,Colon,0,5.32222974,16.8911774,3.160485416,5.169299499,10.4662231,7.4824869,8.424390273,0.001715446,103.3467648,31.79086838,0.022861144,62.78595149,2.093971166,11.84095362,14.04284871,3.98064476,0.793870226,35.09834528,10.94328601,11.45602715,0,65.36637986,0.007630339,28.49722354,10.55107767,2.539524148,28.28764638,6.426518745,4.130377459,1.288048093,34.10738788,0.008834217
CL131773,HOP-62,Lung,0,3.571391139,24.17338441,4.680111948,3.514232488,8.360904975,0.157026438,12.89816168,0.053538549,103.6065673,33.7928527,0.604548045,48.88864868,2.368319492,16.75051191,15.67510049,3.780915375,0.048646313,22.6916965,9.247802845,16.38118961,0,56.08096188,0,20.61478511,26.64830365,3.992126863,33.0690893,5.220623347,14.71928493,1.910707361,1.492466811,0.051466478
CL587067,HCC149,Lung,0.00964315,2.906532325,18.30418016,10.42534613,5.045413739,8.261722242,38.05822894,6.72084069,0,213.628273,17.50425799,2.507982365,85.91902439,2.221378122,13.06667468,52.58817945,4.738395598,0.004396887,84.13439328,7.505404505,8.69858655,0,124.6070725,2.411578165,35.05110267,23.1444608,4.991977917,50.65822168,11.53467286,21.41962604,1.760168456,7.856261662,0.367934206
